Date,Comments
2020-05-21 11:23,Nursing homes operate under a ton of regulations and clearly they aren’t the right ones to protect our most fragile citizens during a pandemic.  It is clear that no one anywhere had a plan nor did they provide any support for these privately run businesses.  I am not sure they even asked for help or that there was a process for them to request help.  We can do so much better.
2020-05-21 10:17,"Sadly most of the homes housing black and or Latinos, depend on Medicaid funding or other low reimbursements. The quality of hires is usually not the pick of the litter, thus the quality of care does suffer. A common average Assisted Living & long term care facility facility here in Florida averages between 4500 to 6 thousand dollars monthly others are up to 10k,out of reach for many of the aforementioned families.The group activities, and meals in groupings  can be viewed as contributors to the crisis..no easy solution for the loved ones, unless you have the funds and even then here in Florida , cost did not guarantee you safety from the virus"
2020-05-21 11:44,"There is a lower death rate among Anglo-saxons in the UK.

Nothing to do with poverty and being unable to call on the Health service. As all people are allowed to access the Health service for free. 

I believe it relates to the immigrants DNA and being away from Europe at the time when Anglo-Saxon ancestors were weird out by the various  plagues which rampaged through Europe."
2020-05-21 11:21,There are hundreds if not thousands of additional deaths that were not calculated correctly. Many who tested negatuve for Corona virus were later to be found to be infected. So their death certificates may coding a heart death actually it was from Corona Nursing homes hire many assistant nurses at minimum wage levels and many have to be constantly watched or they take the lazy way out. By not allowing visitors to these homes many patients died unnecessarily as these nurse assistants skirted their responsibility to the elderly who ended up dying isolated and alone. Look at total deaths over the last five and ten years and then calculate the deaths this year . The mean average and the current death rate will show approximately the real number of deaths associated with Corona .
2020-05-21 11:58,another article I read about the impact of the virus stated that pre-existing conditions such as obesity and diabetes makes recovery more difficult for those infected. Statistics show a higher level of both in African American populations which could also have some impact on nursing home infections and deaths. All of the comments so far bring up excellent points that contribute to this disaster. One can only hope a serious review of nursing home laws and operations is conducted to help mitigate disaster the next time a pandemic arrives.
2020-05-21 12:02,"I don't know about this, from what I can see here it's equal an opportunity nursing home disaster in Texas, rich, poor, race, it doesn't matter. It's not hard to see the problems... underpaid staff that go home and into the community every night, bring back germs into the nursing home, in which some facilities are better than others at infection control. I would have liked to see the nursing home lock downs include locking the workers in with them at triple or quadruple the pay to do so, with strict infection control and weekly inspections. I think when this is all over, the nursing home deaths will be in the history books as a travesty."
2020-05-21 11:02,"One of the things that's hardest to measure but which is undeniably a major factor, is the pre-existing condition of living in a racist society. It has to take an enormous physical and mental toll on one's body, no matter how one has dealt with it. Perhaps it should be added to the list of pre-morbid conditions that make one more susceptible to the virus."
2020-05-21 12:08,"It seems to me that these hot spots happen when people are crammed into close quarters and don't have the ability to protect themselves. Sometimes, it appears that, because these aren't ""regular folks,"" to quote that judge in Wisconsin, there may not be the urgency to address problems. 
The reasons for the statistics that show much higher mortality rates for minorities are probably a perfect storm of workers who are poorly paid, trained and administered, lower socioeconomic levels, and lack of robust regulations. That creates an illusion among some ""folks"" that they and their loved ones aren't at great risk. 
Have we gotten to the point in this country where certain cohorts of people are disposable. It makes me sad and angry t conclude the answer is Yes."
2020-05-21 12:06,"While I am sure the stats are true you have to be careful here.

Using race base stats can be misleading and divisive. 

Poor white and Asian people also have worse medical rates than rich people of any race.

Also our de facto criminal health care system generally helps the rich over the poor. 

Also, nursing homes excluded except for the workers, poorer people of any race generally work more in front line needed jobs contributing to their higher covid 19 rate.

Also, a subject that nobody wants to touch including the NY Times, although the poor have many things going against them not of their choosing they also tend to do the bad things more than rich, ie abuse drugs, smoking, booze etc."
2020-05-21 9:58,"Interesting that the NYT analysis didn't find socioeconomic factors or unequal access to health care as explanations for C-19 racial disparities at nursing homes.

A recent Mt. Sinai analysis on black C-19 mortality rates came to the same conclusion.

""Multivariate regression analyses demonstrated Black race is a risk factor for worse COVID-19 outcome independent of comorbidities, poverty, access to health care, and other mitigating factors. ... Several theories are posited to explain these findings, including prevalence of Vitamin D deficiency.""

Did the authors of the NYT article look into this at all?

<a href=""https://www.medrxiv.org/content/medrxiv/early/2020/04/24/2020.04.17.20069708.full.pdf"" target=""_blank"">https://www.medrxiv.org/content/medrxiv/early/2020/04/24/2020.04.17.20069708.full.pdf</a>"
2020-05-21 12:10,"I wished this article explained WHY the disparities between Black and Latino vs. White nursing homes was so prevalent. Or was it solely attributable to insufficient protective gear? 

I would hate for this article to reinforce more seeds of racism and discrimination against Black and Latino residents seeking future residency in white facilities.

My Mom (Black) most likely contracted COVID-19 from a Pulmonologist (White) while in the hospital for something unrelated.

During that initial visit, my Mom tested negative and shortly after interacting with the Pulmonologist, (who had just interacted with three COVID-19 patients prior to examining my Mom) was readmitted 10 days later and   for the virus.

Had my Mom been in New York City, where I live, she would have surely died. Thankfully, she was at a facility in Western NY that was exclusively treating COVID patients. 

She was given a prognosis of 48 hours to live but the nurses were all over it; checking her 02 every few minutes and constantly adjusting it when it dipped too low. 

Prayer
Rejecting the Respirator
Palliative Care

played a role in my Mom’s survival.

After she defied the doctors death prognosis, she was transferred to a mostly white, $12,000 a month, 5 star nursing facility.

Atrocious behavior, poor living conditions, limited staffing, practices, slow response times to residents, patients sitting in urine, occurred there too.

Bottom Line: ALL nursing homes should be revamped   randomly inspected!"
2020-05-21 11:49,"In New York we have Cuomo to blame for this, for forcing nursing homes to take sick people who infected residents who were not sick. I guess The Comfort and the Javits Center were getting to full, right Andrew? 

<a href=""https://nypost.com/2020/05/20/gov-cuomo-is-a-hypocrite-on-life-death-and-nursing-homes-devine"" target=""_blank"">https://nypost.com/2020/05/20/gov-cuomo-is-a-hypocrite-on-life-death-and-nursing-homes-devine</a>/"
2020-05-21 11:55,"For that reason  (among many others) Trump's delaying and delaying, and then obstructing and obstructing, gets very close to that line where genocide/ethnic cleansing begins."
2020-05-21 12:13,"The sensational headline which claims that nursing homes with minority populations are twice as likely ""to be hit"" does not square up with the actual text of the article. It is actually a pretty shameless piece of click bait. The relevant text reads:

""More than 60 percent of nursing homes where at least a quarter of the residents are black or Latino have reported at least one coronavirus case, a New York Times analysis shows. That is double the rate of homes where black and Latino people make up less than 5 percent of the population.""

So if a nursing home with 500 residents and a heavy minority population, has 1 case and a nursing home with 500 residents, most of whom are white, has zero cases, based on this article's reasoning, the minority home has been ""hit"" and the predominantly white nursing home hasn't. This is terribly disingenuous."
2020-05-21 12:17,"I would like to see the racial make-up of infections and deaths compared inside each facility.  That way you are comparing people who have been living in the same conditions being carried for in presumably similar ways.  That way you take the quality of care element out of it.  If the infection and death rates are relatively the same in each institution, you have one thing.  If there is STILL a large disparity, you've got a possible couple of other things.

And let me just add, a nursing home of any SES is by nature going to be problematic under pandemic conditions, particularly when stupid mistakes are made in the response in general.  I feel for anyone trying to run a home full of high risk people under these conditions."
