Date,Comments
2021-05-11 21:42,"It is really depressing to see a big country like India just cannot stop virus spreading even though India is a dominant pharmaceutical manufacturing power house. Something must have gone wrong with the Indian government.

Although president Biden released the patent protections, but it doesn't help India to get the Pfizer or Moderna vaccines. It takes too long to deliver them.

Although China could help India with the Sinopharm vaccines which were approved by WHO last week, but China is under pressure to produce enough vaccines to support and supply other developing countries in SE Asia, Africa, and Latin America.  If WHO further approves Sinovac vaccines in the following week, it could help to reduce pressure relying on Sinopharm vaccines alone.  Maybe India will get some Sinovac vaccines."
2021-05-11 20:58,"No one should be the least bit surprised this is happening in India, or the Indian government's reaction. Typical ruling class reaction."
2021-05-11 21:10,This is just horrible. The responsibility is entirely with their leadership and most of this could have been avoided.
2021-05-11 21:21,Someone please explain to me how in this time we live in bodies are cast into the rivers of a civilized country.
2021-05-11 21:27,"The sad fact is that India has as yet exported more vaccines then the US and UK combined.

Regarding international help, the Bundeswehr has just installed an oxygen factory near New Dehli producing 400.000 litre/day. They say that currently 40 countries take part in the aid program, though looking at the size of India, it will not be near enough...

Nepal, Sri Lanka and the Maledives look pretty bad, too."
2021-05-11 21:39,"This wave is very different from the first wave per first hand accounts from local doctors. First wave did not cause serious illness, only some family members tested positive and children and rural areas were untouched. The current wave affects entire families at the same time, many are presenting with oxygen requirement and many children are sick with lung findings. Prior covid in the first wave and vaccinated people are also getting sick include some deaths. Even US pfizer vaccinated people have been infected and killed by second wave. Must be the new variant. It is only a matter of time before this variant reaches USA and other vaccinated countries.  Take your vacation before this reality hits everybody!"
2021-05-11 21:31,"Its none of my business and I don't know why it makes me so angry and my heart goes out to the poor in India, but how much money does a person really need? It's not the rich persons fault and is the governments fault for not taxing the rich to fund infrastructure and healthcare etc for the vulerable and poor in India.
What am I talking about? I commented previously on this article and made a mistake when typing when I put that a wealthy Indian worth one hundred million (mistake - should read BILLION) flew most of the NZ cricket team back to New Zealand in his private jet. It was probably in their contract that the Indian Cricket Association had to do that but it does raise issues about wealth; one hundred million would still keep that rich billionaire rich, and the difference between one hundred million dollars and one hundred billion dollars could have been government tax to fund self empowerment for the poor citizens of India."
2021-05-11 21:12,"Of course Modi is responsible for this crisis. But Indians overall, especially those belonging to the upper class, are also culpable. For months, even close to a year perhaps the Indian upper class has believed  the myths it helped spread. That Indians have special immunity. That Indians have shown the world how to deal with the pandemic. How India is the largest producer of vaccines in the world and has thus saved the world. The upper class Indian, raised with all the myths about themselves, had come to believe that India is a world power, even as the bulk of the population is poor and suffers from malnutrition. The poor are invisible to the upper class. May be this disaster will finally force the upper class Indian to face reality - the successes of a few academics and IT professionals, businesspersons and cricketers, journalists and beauty pageant winners, - do not really add up to the success of an entire society."
2021-05-11 21:36,"I think people are misunderstanding the impact of Covid spreading to rural India. There, there is no medical system to glut. The people there will barely notice dying of Covid, because they're too busy dying of preventable diseases. Covid threatens us with decline to a survival rate that these people have never been allowed to reach."
2021-05-11 23:21,"Hopefully sympathy turns into action and help for the Indian people, and was glad to see the how to help link in this article so that readers obtain some ideas on how they can do something as individuals instead of just absorbing more bad news."
2021-05-11 23:57,"it seems now that the situation in the Delhi and Mumbai seems improving, the posts on twitter and facebook have also ebbed in intensity and frequency. Who will tweet about the emergency in a small village and hold the worlds attention that people still need help. 
Along with this, smaller countries with less global clout than India - Nepal is one - will they get the same response from the international community. Hardly likely, they don't have the bullhorn of a successful diaspora or the promise of a large economic opportunity at the end of all this."
2021-05-11 20:56,No words
2021-05-11 22:09,"One of the saddest things to see how this amazing country that did so well up until two months back is being ravaged by this virus. Super spreader events, religious gatherings, election rallies, no PSA’s about mask wearing and misinformation about vaccines have resulted in this epic failure. Politicians need to be made accountable. They are the ones who have failed their people."
2021-05-12 0:36,"I am doctor who has been fighting COVID for the last 14 months-an American, who has done alot of work in India. It has broken my heart to see what has happened there- we have sent several boxes of unused/expired PPE to our contacts there to, even in a small way, help alleviate the suffering. This is, in my view, far more productive that the endless critiques.

It is interesting, as always to see Americans criticize. India was vaccinating 3-4 million/day in February and March. They ran out of the raw materials (not intellectual know-how) to produce at a faster pace. Why? Because the US and Europe had export controls on many of the raw materials needed to produce vaccines. Why? Because the US pharmaceutical industry didn't want to lose out on a billion possible doses to be bought by the Indian government from US/European pharma giants rather than a far cheaper and effective alternative. 

This is the real crime here. No pass to the abysmal job of the Indian government- but lets not pass the buck as we always do."
2021-05-12 1:24,Thank you for your continued coverage of the situation in India. It’s infuriating that this disaster has grown to such proportions. And will continue for who knows how long. Please do not stop showing the world what’s happening on the ground until those responsible are held accountable.
2021-05-12 1:29,"On top of all this, I still have a friend who is Indian (living in New York) and has family in India that will not get vaccinated because they believe that their herbs and traditional medicine will keep them healthy.  Others have told me that they are worried that Australia won't let them travel to see relatives if they get the Phizer or Moderna vaccine because the rules may change in the future (but it is just an excuse to say ""no"").  I hope that they look at these images and realize how privileged they are just to be offered the vaccine, and how callus it is to turn down the opportunity.  

You would think that a global pandemic would generate more support for vaccination, but this just shows how hard it is to convince enough of a population to help get rid of a disease.  Polio was so close to eradication before COVID, now I fear it will be another 20 years and countless more children just to get back to where we were in 2019."
2021-05-12 2:55,"The photograph from above showing the burned ground where cremations took place by the river shocked me and tore at my heart. 
After what we have been through here in America, nearly 600,000 deaths and millions so ill, I still cry my eyes out over Covid 19. A dear friend who works in a hospital Covid ICU lost her mother at a rehab facility to Covid because they hid their Covid outbreak. Her mother was there recovering from surgery. 

I had Covid in November 2020 and fortunately, made it through though I’ll never be the same. My baby sister had it at the same time. 
We didn’t need hospitalization or oxygen. 

I cannot comprehend how desperate the people of India are. Who could unless you have been through it? 
Some days when I am very fatigued, I think of India and South America. And I know I am lucky to be alive at 68. And still have my sister who is 60. 
People who refuse Covid 19 vaccinations are completely selfish in not helping to extinguish this virus. 
They should see and read this article."
2021-05-11 23:45,"India is just the beginning. 

This is going to spread to SE Asia and then it will really get out of hand.

CNN International reports that the variant has already entered the Philippines, another country whose response to the virus is questionable at best and irresponsible at worst."
2021-05-12 2:05,"Andhra is not a poorer neighbor to TamilNadu. And Tirupati is not a rural area. The writers, contributor to the report Suhasini Raj doesn’t seem to have an idea about the southern states probably. Why do you even need to compare in the first place? Tamil and Telugu are completely different people. Celebrate the diversity. Chittoor is my home district. We are born and brought up there for twenty five years. We know how things work in India. India is home to many scholars and scientists and very well educated and wise people. If and if you insist to compare by population and what not standards/ statistics the “third world” India is better way better than the “ first world” America. Especially, in vaccine hesitancy too. Not just in being literate and compliant. 
Population and poverty are India’s hindrances but people are the same everywhere ..there’s a share of everything everywhere. If the so called first world America fails in governance and the system itself is totally crashing what right do we have to comment on our land of origin? By 2020 the whole world has seen how America fails too. In everything. At least India is not  a capitalist consumeristic greedy country, it’s the greatest democracy still struggling to work and creates some order in chaos. Compassion please."
2021-05-12 1:21,Heartbreaking. Doctors and nurses have been working beyond the limits of human endurance for more than a year now. Not since Partition in 1947 has India seen so much human suffering.
2021-05-12 0:30,"If we think that this is just India's problem, we need to think again.  This virus is a world problem and we need to help vaccinate the world."
2021-05-12 3:17,"Indian cities are so densely populated, I cannot begin to imagine how individuals would practice social distancing and apply protective hygiene measures in public. 

How can they protect themselves on crowded trains (a primary mode of travel).  It would be impossible."
2021-05-11 22:48,"I notice that weeks into the crisis in India, there still seems to be no significant reporting from rural India.  All we have from the best US source are copies of Indian media reports, some commentary from experts in the cities, and a few anecdotes.

Modi doesn't even have to suppress the facts.  No one cares enough to report them.

Meanwhile, legions of people are paid to pore over every blip in the stock market and every celebrity emoji on twitter, as we obsessively try track shifts in money and reputation.

I do appreciate this article -- thank you.  But it reminds me how little of what's relevant actually gets reported."
2021-05-12 0:12,"What's particularly frustrating as I, as part of the diaspora, see this disaster gather momentum are the following:
*Indian military is one of the largest in the world. Why hasn't a vaccination drive started using such personnel?
* Why aren't state-run enterprises on war-footing to produce oxygen? Give incentives to private companies.
* Cash turnovers to poor and lower-middle income people to tide over the lack of any work. Families are falling off the economic grid.
* Does the Central Vista project worth billions of rupees need to proceed in the face of the worst nationwide disaster since Partition?
* Why aren't hospitals, makeshift, being built instead of the the GOI and states like UP prosecuting those who raise the alarm?
* Indian ingenuity has managed to turn 3-wheelers into jerry-rigged ""ambulances"" to hospitals. Where's the government. 
* Lastly, but not least, where is the accounting for the international aid that is being sent to India? Where are the national coordinators of red zones, etc. Why isn't the PM meeting with the CMs as a body every few days to monitor the progress or trouble spots? If you want to act like a CEO of a well-oiled machine, act like one."
2021-05-12 1:14,"Indian government allocated $2 billion in current budget to build parliamentary building and  PM's residence and put it under essential services category, in the middle of pandemic. That shows the priorities of this administration. They lack empathy"
