Date,Comments
2021-05-25 14:35,"Thank you NYT, for putting faces on this crisis, reminding us the human toll of this tragedy. I have spent a lot of time worrying about my loved ones back in India.

When all this is over (hopefully soon enough), Indians need to reflect deeply on politics and governance in India. This tragedy of the second wave could so easily be avoided."
2021-05-25 14:18,Thanks for sharing these voices.
2021-05-25 14:37,"Thanks for this coverage, it's badly needed. The devastation occurring in India and Brazil may be the real pandemic story, with everywhere else just being ""throat clearing."". We're talking about, given the massive undecounting, possibly 10s of million of excess deaths. Truly frightening and angering, the Modi and Bolsonaro governments made matters, as Trump did, significantly worse."
2021-05-25 14:18,"Thanks for sharing these voices of strength, struggle, despair and hope. It's all too easy to imagine the US in a similar desperate situation if a things had gone a little differently. I'm with Harmandeep--a bit of slapping needed here, too."
2021-05-25 14:56,"My understanding is India made the terrible decision to first vaccinate administrators and officials instead of the elderly. Then, instead of proceeding with vaccinations in their own country, they began large scale selling and shipping vaccine to Africa. It is not difficult to understand why they are in this situation. I am so sorry the Indian people are having to endure this, and hope they will elect more competent leaders in the future."
2021-05-25 14:51,I wish the ruling party in India had spent money and resources on hospitals instead of temples. I wish they had spent more time preparing the healthcare system than fomenting religious divisions. I wish they hadn’t declared a premature victory over Covid. I wish they had spent more time planning for the surge of Covid than trying to win an election in West Bengal. I wish they would come out of their hideout and lead the country out of this crisis.
2021-05-25 15:47,"According to information from the FDA, as of August 2019, 18 percent of the manufacturing facilities making active pharmaceutical ingredients (APIs) to supply the U.S. market were in India. The US pharmaceutical industry has come to rely on India and its API production, and it is time for the US to come to the aid of India in dealing with its pandemic problems."
2021-05-25 15:39,"It breaks my heart to see the people suffer so much and yet their photos show smiling faces. I always miss feeling of being at home when I am with Indians. Their ethics and family values are strong. Agree with Harmandeep Khera, the people are rock solid and caring, but goverment is shoddy and needs a tight slap."
2021-05-25 15:25,"I am delighted to read this article which helps to expose the incompetence of Modi who has suppressed the Indian Media and Online criticism of himself and his Government. While Modi was in glee about not seeing anything but people at his Rally the Virus was being spread. While Modi declared that India had beaten Covid and he gave away Vaccines, people where about to be infected.  His lack of transparency and actual hiding of the truth has shown the world what a weak leader he truly is."
2021-05-25 15:47,"As heartbreaking as these stories are, they’re also unbelievably frustrating. Shweta hit the nail on the head. Modi’s government (and the COVID deniers he enables) played dumb all the while knowing EXACTLY what was coming.

It’s not that they didn’t understand the risk.

It’s not that they didn’t realize this was the inevitable outcome of months of lax social distancing and masking.

It’s not that the didn’t have months and months of data to make informed decisions.

It’s that they just didn’t care.

Like Trump, Modi is a self-serving monster and history will remember."
