Date,Comments
2020-08-22 14:49,"I am appalled! There’s a distinct difference between personal privacy and public endangerment. The schools notify parents when there’s head lice. And we are quibbling about letting parents, students,, and teachers know if there’s a case of potentially lethal virus? Ignorance is not bliss!"
2020-08-22 14:49,"Any time a government or institution won't let the light shine in,  wants to operate behind closed doors, we should all be concerned.  We want an open society, not a secret one.  These people work for us.  When someone tells me ""trust me"", I want verification. I have learned to verify instead of trusting."
2020-08-22 14:51,Unbelievable that those words are coming from the superintendent.  How could someone come to the conclusion that this strategy is a good idea?
2020-08-22 14:52,"This is not only a problem in the K-12 world. For example, the University of Georgia reports bits and pieces such as the number of daily tests (a measly number) but precious little else. My university reports the number of positive cases and tests administered but not the number of students and staff in quarantine (which by now must be significant given the growing number of infections) or the number who have been hospitalized. 

The house of cards will collapse soon enough, and we will need to return to on-line instruction. But this assumes Governor Kemp and the University System of Georgia admit their mistake in re-opening - an assumption that many of us believe will not happen. Instead many of us are fatalistic - we will never close despite the growing body count. Kemp and the USG will ruin many lives before this is over, and their short-sighted insistence on ignoring the problem staring them in the face may very well get some people killed."
2020-08-22 15:01,"You can be transparent without giving away personal information. In the case of a public school, it is difficult to maintain complete privacy due to student and staff interactions throughout the school as well as rumor mills. Anyone who tests positive is going to be absent for two weeks, which is a red flag. And, speaking as a retired teacher, I would think most caring teachers would not be opposed to the school informing others of a positive case among their ranks. It gets more complicated for students, though.

Schools that are opaque regarding their pandemic response are going to find that the rumor mill will inevitably make things worse. What happens when (not if) a teacher or student has some other health emergency that requires a two week absence from school?"
2020-08-22 15:02,In most jurisdictions intentionally exposing some one to harm is against the law.  Charges of child endangerment are frequently leveled against care takers for far less egregious lapses.  Purposely hiding the COVID exposure of children would surely be covered by such laws.  These policies are just law suits waiting to happen.
2020-08-22 15:08,"I teach here in GA. 

This morning, I found out that we are deemed ""Essential,"" and if we have COVID and do not present with symptoms, we are expected to go to to work. 

We were compared to ""fast food workers."" What people do NOT understand is that, unfortunately, we have a large population of people who rely on ""dollar menus"" to feed families (I know of people who do this.) Providing food IS a vital service. 

I CAN do my job remotely; in fact, my district is poised to do this when our students return, and every county around mine is already teaching students virtually. 

We CAN teach remotely. We have been trained, adapted lessons--and unlike the last shut down, we are PREPARED. 

Going to work COVID positive but asymptomatic means I can spread it to my coworkers. I could potentially infect a coworker; I can potentially be infected (and I am ""high risk."") Sick is sick-symptoms or not. We have learned that being asymptomatic does NOT mean you don't spread it.

Someone--please explain this to me...because I am LOST."
2020-08-22 15:32,"Schools have long been addicted to citing privacy regulations as a way to keep parents at arms length. We can be sure that this same strategy will be regularly employed in the pandemic. My kids will be doing online school until we have a vaccine or reliable, regular testing and contact tracing (we're not even close)."
2020-08-22 16:01,"I’ve been so glad that our school board and superintendent have been open and honest from Day 1. It can be a two-edged sword because it has opened us up to criticism about opening but it’s also reassuring to know that when they have decided to close a school that they have done so out of concern for the rest of the students, faculty, staff and public health. There are no black and white decisions about schools opening for in-person instruction or remote learning. There are risks and benefits for both. We made different decisions for each of our children based on their individual needs and weighed the risk as best as we could for each of them. Knowing the number of cases at our school has been helpful and it gives me more confidence in the decisions our superintendent, Dr. Hightower, is making. That is a good measure of integrity: knowing he and the board have studied the risks, trying to do as much as they can to protect our kids and teachers (though I still wish we had a mask mandate), and being honest about the result. Having that trust in him and our board was actually a big factor in my decision to send a couple of my children back to school because I’ve watched them make hard choices for our kids in the past and I appreciate their attempts at transparency. I hope more districts will follow that example."
2020-08-22 15:14,"My school/district is doing the same thing. They will not let us know the numbers for students and teachers. They also claim privacy concerns. The non transparency  has caused extreme stress on all of the teachers and staff. 
When the union leaders try to take their concerns to the superintendent she claims she has executive power under this crisis. It is easy for her to say its safe to be back since she hasn't been in a classroom for decades.
 I personally quit this week because I couldn't handle it anymore. I had chest pains everyday from my anxiety (I never experienced anxiety before this.) Many teachers want to quit too but are unable to do it because they wouldn't be able to afford it. 
Politicians have never cared about schools or teachers. The education department has always been the first one to be cut. But now we matter. Us teachers were chosen as the sacrificial lamb to ""reopen"" the economy. The sacrificial lamb to show the virus is just like the ""flu."" And we will be the sacrificial lamb that will die in vain."
