Date,Comments
2020-03-28 19:24,"Just yesterday, Vice President Pence proudly toutes the over 600,000 tests had been performed.  He seems to have conveniently forgotten that he had promised over 4 million more than two weeks ago.  Maybe not an outright falsehood, but definitely misleading by omission."
2020-03-28 19:26,"Reminds me of the Bush administration before 9/11. The terrorism warnings were ""blinking red"" and the the FBI in Washington was alerted that flight students from the Middle East wanted to learn how to fly large jets but didn't want to learn how to take off or land. Yet nothing was done."
2020-03-28 19:29,"This is what is known in the military as “Dereliction of Duty”

Everything that is occurring now was known then, and like two ships on a collision course, was utterly predictable with frightening certainty.

Let’s hope the nation remembers this lethal and costly mismanagement come November."
2020-03-28 19:36,"""World's richest country"" is extremely misleading. I would not include such a vague statement in a factual article. Wealth distribution and allocation to healthcare and disease prevention / control is far, far more important."
2020-03-28 19:38,"Regardless of agency or person, these all fall under the purview of the executive branch, hence this is the fault of the executive."
2020-03-28 19:42,Perhaps President Trump did not want to have a test readily available because high numbers would undermine his position.
2020-03-28 19:43,"I am 67 years old, came down with gastrointestinal illness and a flu like feeling all over my bod and a temp, my doctor said I qualified for a test, and I will find out the results in eight days. I felt I’ll for one and a half days then suddenly recovered. What shocks me is the nonchalant attitude of Trump and his henchmen while people die. The insidious ness of this journey of a deadly pathogen creeping through our cities while adults in government suppressed testing and argued like middle school children is the most horrific thing I have seen I. This Trump administration. While his henchmen and women are loyal to him, people die and get sick? Who can be criminally prosecuted in the government high ups for negligence?"
2020-03-28 19:46,"Thank you for this article. This is what I've been saying. Once I saw those dead bodies on the street in Wuhan, I knew it was only a matter of time before this started showing up in major US cities. However, I thought we had tests, PPD for medical personnel, and ventilators. How wrong I was. 

A few countries, like Singapore and Vietnam, did contact tracing and enforced two-week quarantines WITH doctor visits and food delivery for those exposed. That was far more efficient and less expensive than collapsing the economy.

This pandemic has exposed that the US is not really a first-world country. We were not prepared to protect the most vulnerable among us. More damningly, those in charge don't seem to care at all."
2020-03-28 19:45,"One of the strategy to be successful in many Asian countries could be wearing masks. Indeed it is true that wearing masks is not the most efficient to way to protect a healthy people from infection, but it is the most effective way to stop the spread from the infected person to the healthy one. In the current circumstance when we don't know who are infected or who are not, wearing masks could be a very effective way. However still there is a culture in America and Europe that wearing masks is considered as a sign of sick people and some Asians wearing masks are attacked or become the target of discrimination. The experts still tell to the general public not to wear masks. One reason could be because of the shortage of the face masks for the medical staffs, but this is not the right way to protect the general public from infection. The administrartions should work hard 1)to speed up the production of the face masks 2) to encourage  people to wear the face masks whenever and wherever."
2020-03-28 19:45,"“Only the best people” trying to work with Federal agencies whose leadership has been decimated with unfilled positions, and acting heads whose prime qualification is loyalty to Trump. Long term professionals are considered the Deep State, trying to undermine Trump, and every warning and piece of bad news is seen as part of the plot.

And above it all, the number one priority is to keep Trump happy, praise him at all times, and make him look good. The biggest threat for the administration is that he won’t get re-elected; everything else is secondary. 

Expect more chaos as long as Trump remains in office and the GOP controls the Senate, giving him cover. At this point, it’s either 25th amendment time or a real impeachment trial. We may not make it to November under Trump. If he can cancel or rig the election, he will.

Meanwhile, a closer look at death rates in Italy suggests the toll from the virus is being under-reported. There’s neither time nor resources to investigate every death to confirm if it was virus related, but the numbers are much higher above normal than the official virus death toll can explain.

This is going to get much worse before it gets better."
