Date,Comments
2020-09-15 12:02,"A laudable proposal, seems a bit on the low side, but the question I have is, why do certain billionaires get outsized media coverage?

Bill McKibben has been generating many laudable proposals in the area of climate change - but we rarely find him, an authority on the subject (unlike Gates), in the corporate media.

Giving our billionaire class the respect usually reserved by a society for prophets isn’t going to make reining in inequality any easier."
2020-09-15 12:13,"Bravo, to lawmakers finally returning to the days of seeking a middle ground. That’s democracy. 

Sure, this is substantially less than what I’d desire, but substantially more than what GOP seek to sign into law. 

That’s a compromise. It’s almost like we can begin open discussions again with people of different views. What a concept, these days."
2020-09-15 13:01,"The Democrats need to back this compromise, not because it adequately meets the dire needs of individuals, small businesses and local governments, but because the reality is the NEED is DIRE and ZERO is ZERO.
Failing to advocate for this compromise is also a political failure. Democrats can  walk and chew gum at the same time....Pelosi can make a speech stating what the need is and why specific sums are requested; that because Trump and McConnell  could care less about the financial distress caused by the pandemic Democrats must compromise to get any help whatsoever....and that adequate assistance will,only come only with a Democratic victory in November."
2020-09-15 13:09,"The problem has never been passing something through the house, where there are ample votes to pass anything if Pelosi gives the OK.  The problem is in the Senate, where there is a large contingent of Republicans who will vote no on anything and McConnell openly needs Democrats to pass anything but is offering only crumbs."
2020-09-15 13:17,"Meanwhile, people are going hungry and rent and bills are not being paid. How is that helping the economy, again?"
2020-09-15 13:35,The story about a bipartisan group of legislators proposing a 1.5 trillion dollar compromise to aid with the economy and the pandemic is doomed. The leaders of both parties are not interested in the country as much as their election prospects so reason and common sense cannot prevail. Both are saying It's my way or the highway. This is what our country has come to.
2020-09-15 13:42,I wouldn’t call the Problem Solvers Caucus a group of moderates. Tom Reed is on it and he is no moderate. He supports Trump’s policies.
2020-09-15 13:43,"No one can define the conditions for wearing masks and social distancing. It's apparently not flattening the curve. It's not a vaccine (since we know only a fraction of people will take a vaccine, same with contact tracing, most will object). My concern is that there are pervasive negative social consequences from this culture of safetyism and no one knows how to define success. If it's that we get to 0 deaths, the continuing collateral damages to society are going to be amazing."
2020-09-15 13:53,The only thing getting compromised here is the well-being of the American people. $600 worked. Why should the American people have to accept $450?
2020-09-15 14:22,"So long as it does NOT have liability protection for businesses!  THAT we cannot accept - protecting billionaires again from the cautious and prudent behavior they need to take in these times, the training they need to provide to establish safe protocols.  No to liability protection!"
