Date,Comments
2020-04-30 18:33,"Bottom line, there will be many experimental trials of many different existing drugs as researchers seek effective treatments beyond just using ventilators once the lungs have already been compromised. 

As the reading public.. we need to be patient, and not get hopes up or buy in to early hype from the wild man in the white house. 

It will be months before the trials run enough to actually locate a small handful of drugs that actually consistently help a COVID patient with severe symptoms."
2020-05-01 2:41,"The amazing thing that goes unstated in this article is that they were able to enroll all those patients in a rigorous scientific trial so quickly, given the horrendous conditions in US hospitals reeling from the effects of the virus."
2020-04-30 14:51,Tears streaming as I read this.  Beneath the economic carnage and the political fights are hundreds of thousands of heartrending stories like this one.  Go Jim!  Go Kim!  Thank you health care workers.  Here's to love in the face of death.
2020-04-30 15:07,"Amazing, terrifying, hopeful, miraculous. The video of the caregivers is remarkable in no small part to show how many were involved in saving this one man’s life. They are truly heroes. 
One element that was only briefly touched on is how early in the pandemic this occurred. If he had been stricken as more cases poured in and overwhelmed the hospitals he may not have been able to receive as focused a response from so many. When his wife was able to visit (which would not be permitted these days) when he was at his worst she noted the emptiness of the hospital- this would soon not be the case for many places. I have little doubt her visit was a mitigating factor in his recovery, and tragically so many are now having to do without that support. 
I am very happy for the family- I wish them all joy as they recover together, intact."
2020-04-30 15:19,"I needed this. Love and gratitude to the entire Bello family and all the doctors, nurses, and other caregivers. You are heroes all."
2020-04-30 15:20,I’m floored.  What a journey.  So happy this family made it though.
2020-04-30 15:56,"A heroic story indeed and bravo to MGH's staff for being so dedicated and showing us the very best that our healthcare system is capable of, even under the immense pressure of this pandemic. But as I read of the care and efforts on Mr. Bello's behalf, I can't help but think about the grave economic disparities in our healthcare system where a patient on Medicaid in one of our public hospitals (Boston City, Bellevue, Elmhurst, SUNY Downstate) could not hope to access this kind of sustained care, despite the dedication and everyday heroism of those hospitals' staffs. Mr. Bello was fortunate to be on the privileged side of the economic divide that is devastating so many families in our country. It shouldn't have to be this way and I hope this pandemic will bring about the deep structural healthcare reforms we so desperately need."
2020-04-30 15:57,This was a an amazing and emotional story. I am so glad for this man and his family. But I want to understand how and why he got so sick? Does anyone have a theory? And how and why did he recover? Are they studying his case for future use? Was it for sure coronavirus or something else? How did his family escape contamination?
2020-04-30 17:07,A beautiful and uplifting story - thank you for sharing the journey with all of us.
2020-04-30 15:34,"Emotionally gut wrenching!  Reading this account of the journey of this patient, his wife, family and health care providers left me in tears.  This virus is not to be underestimated on the toll it can take on everyone. 

I was relieved at the end for their success in overcoming this challenge and disheartened with the thought of all those impacted by this illness."
2020-04-30 16:05,"What an excellent piece of writing!! Great job, New York Times!!"
2020-04-30 14:42,Stories like this make me proud to be a NYT subscriber.  Thanks for publishing this.
2020-04-30 16:57,Wow! What an incredible piece. I’m moved by the incredible perseverance of the medical team and staff at Mass General. Here’s to moving forward to the Bello family ♥️and wishing them all well!
2020-04-30 17:06,I am crying as I read this. I am so happy for them.
