2020-11-17 14:51:04,"This morning I didn’t fuss at one of my kids (age 17), for starting class under the covers and with his camera off. 

Last spring that would have been unimaginable. He is a top student and his class president. He’s doing okay all things considered, but all of this is really hard."
2020-11-17 15:19:40,"It isn't easy but think about those in Europe at the start of WWII. Kids schooling in England, but worrying about german bombs. French kids knowing the German army was moving towards them, then actually being there. I know it isn't easy but it's been worse. And with vaccines on the horizon, it just might be over before next Fall."
2020-11-17 16:12:37,"It is not just adolescents who are feeling this. My 24 year old daughter is living at home, working part time and searching for  a full time job to utilize the skills she developed in college and pre-Covid work. Her life has stopped, she gets ""ghosted"" by companies accepting her applications and wants to move forward with her life. It is crushing her (and me). It will take a long time to get life to feel normal again."
2020-11-17 17:28:08,"I think less time needs to be spent on the screens to begin with. Get outside for some air - parks, meadows, forests - as long as you don't congregate with friends in groups. Also, movement and maybe some interaction with the other humans and non-humans in the household, if you have them. Maybe play a board game or read a paper book. But the fresh air is absolutely essential. There is too much focus on keeping people on screens and sedentary."
2020-11-17 17:57:35,"My son, a junior in High School has been in online school since the beginning of the Pandemic.  He has been losing motivation and is increasingly unhappy as time passes. He really wants to return to in person learning. San Francisco Unified School District is too inefficient and financially strapped to figure out how to reopen safely.  It is a horrible realization that he may do a year and a half of schooling from his bedroom.  San Francisco needs to prioritize opening schools including High Schools safely."
2020-11-17 18:28:28,"This will impact our kids for years. I am doing everything I can to provide a stable home for my son who has been deprived his high school experience that everyone takes for granted. The losses are real. We can say ""well, he didn't die"", but that would negate the real losses felt by him and his peers. We need to be patient and do our best to help them cope with the losses these kids are struggling with."
2020-11-17 21:17:18,"As a Teacher, this sounds horrible, but children have actually lived this way for centuries. Rural children, particularly in America, have been homeschooled in isolated settings for generations and yet we have no long-term research regarding the affects of isolation on them. Indeed, we often see these children entering college more prepared than their public school counterparts. As someone who spent two years in homeschool, seeing only a small group of friends on the weekend, I can attest that the attitude of parents is the true difference. My parents had us help around the house, we grew things, cooked things, repaired things, and learned through our video home schooling program. Ask any child of Abeka video homeschooling and they'd laugh at the concerns of those who think this is hurting our children. Parents make the difference and to be blunt, teaching in person, some kids come back to us without any issues and some come back like Zombies. From what I can tell, those who come back in a healthy mental state had parents who ensured that they, not the screen, was the real teacher at home. Those who were left to screens turned into the depressed Zombies. Parents, I blame us. We can change this. Kids have been isolated for centuries without issue."
2020-11-17 21:37:34,"As an high school student this year has been really hard. I have always been very motivated but lately even waking up for lesson can feel meaningless. I felt really close to the kids interviewed, in particular the ones talking about missing friends and having boring routines. I am lucky enough to have a therapist and the possibility to cultivate -somehow- my hobbies. I really hope we all can get the best from this situation, both as individuals and communities. Thanks NYT for the attention brought to me and my friends. Hugs from Italy!"
2020-11-17 21:50:48,"""my chest would get really heavy""

yeah, so did mine when I had COVID-19.

was the teen tested?"
2020-11-17 22:16:13,"Imagine if this had happened in 1979–no internet or cable TV or PCs or cell phones. 

No question that this is tough, but when I feel bad for myself I remember meeting people who have lived through so much worse and I count my blessings."
2020-11-17 20:55:47,"My tweens tell me that I’m lucky that I am old and boring, instead of young like them and missing seeing their friends during one of what is supposed to be the best years of their lives. 

They are right. Anyone over the age of 30 not being responsible has no excuse."
2020-11-17 19:51:25,"It really is a shame.  We had it so great because it was all new.  The Dead at midnight.  Walk up to the Fillmore's window at 11:30, pay $4, sit in the balcony, find two joints rolled on the arm rest.  Saturday night, see a first run at the Coronet - $5 - sit in the balcony, with our feet up.  At 2 AM, buy the thick Sunday Times from the newsie, head down to West 4th, get a hot sausage & peppers hero at the open-air storefront up from the leather shop with 'After Bathing at Baxters' wafting out into the street.  Next day, our ginmill's sunday doubleheader - windmill softball on concrete schoolyard fields.  Yeah.  The ONLY thing that's gotten better is the herb and thank the keepers of the flame for that!"
2020-11-17 16:36:46,This just makes it even more remarkable that there are entire groups of people (Teacher's Unions) proclaiming they would not teach in-person unless there were no cases for 14 days. Straight up dereliction of duty at the expense of children's mental health and growth. An American disgrace.
2020-11-17 18:30:11,"Go read some books, kids.

It’s good brain food."
2020-11-18 00:38:18,"As predictable, there’s a lot of adults here suggesting kids toughen up or otherwise failing to lament kids’ milestone events being forever lost. This generation of young people will not only have come of age during a massive global pandemic, but a continued era of failing public schools, rollbacks on health care, a widening income gap, corporations running roughshod over the environment, renewed racism and government leaders ripping apart the very fabric of our democracy. I doubt they’re too surprised to see (and read) about most adults failing to consider their needs now in any meaningful way. Hopefully, their families are giving them as much as they can while society continues to fail them. Honestly, I’ll be rooting for these kids—somewhere down the line—to hold everyone and everything to account for the overwhelming selfish nature of too many Americans, which has been laid all the more bare by the Covid pandemic."
2020-11-18 00:52:55,"I get concerned for the kids who live in homes where there is a lot of strife, maybe even abuse or violence, because they often rely tremendously on friends and school contacts for their emotional survival. And what of those like  that young man sharing a home with many people, and not enough food?  

But perhaps those adolescents with fairly well -functioning families will not be permanently damaged  by a year of reduced in person social contacts. With a little creative guidance they may look  back on this passage as a unpleasant stage, but one where they did have personal growth in independence and problem solving.  It'll be their version of walking  5 miles to school in a blizzard, or surviving  the Depression.   

Someone else mentioned something about how rural kids, or home schooled ones, face a certain amount of isolation as a norm. As a farm kid who did at times have a lot of time alone, I think this was in part what turned me into a voracious reader. But I don't recommend large stretches of time without seeing friends - -  it can be a sad and lonely time, and it occurs as they are beginning to separate  a bit from parents."
2020-11-18 01:29:00,"I had parents that lived in the depression and had to deal with WWII.  Things can get bad at times and yu  must slog through it.

Try living in an attic for two years in Amsterdam.

Its not great right now but we must count our blessings."
2020-11-17 15:08:19,"Ann Frank family's documented isolation and quarantine of horrors in the middle of a city occupied by Nazis?  Many of the survivors that holocaust came to NYCity.  When my children were born in 1989 and 1992, as soon as I could I taught them the lessons of our involvement in Vietnam as well as my own family's and extended family's involvement in WW2.   Suffering and sacrifice with a capital S . I know that Americans want everything in it's right place all the time.  Schools as the center of socializing and babysitting and the whole community isn't an option anymore.  So much whining and upset has become the norm .... and that's just by the parents.  If 2020 isn't a learning moment then we need to admit that parents' only function is birthing these future citizens.  In that case, the state should take over and house them as well as school them with the goals of character development as well as academics; and strive to make then useful human beings that we'll need desperately to not extend their childhoods into adulthood like us Boomers did.  Resilient and smart Americans will be needed in order for them to survive."
2020-11-17 22:00:27,"Last week some readers called out some one who said he had PTSD over  his restaurant closing or such. Now we get kids in their wood paneled rooms with every electronic in the ""book"" whining about how hard it is to breathe; maybe his parents should TEACH him about the COVID ICU respirators.

If we could get perspective that this is a once in a century occurrence and we need to sacrifice our conveniences for the sake of people who really, really, have trouble breathing."
2020-11-17 16:55:06,"I am in tears because I know, that teens right and young adults across the world are in pain. I pray for everyone! I am praying that your heart is not heavy today, I pray that your spirit finds peace, I pray that your soul is healing. I pray that You’re mind is at ease. I see the pain in my 12-year-old daughter. My daughter and I take a lot of walks and I’m trying my hardest to be here mentally physically emotionally here for. I also wanted to bring up another issue that I’m really scared about right now is that the predators know that these children are the Internet most of the day. So please check your child’s platform messages and make sure you go over all the rules good Warning signs of being on the web with your child. And not meeting people you don’t know from school anybody could be behind that computer. It only takes a few minutes to make sure your child is safe on the Internet! And please do parental controls. 
My daughter Got caught up on these platforms and was not doing her homework. I am now looking into doing book work from home. No zoom. No more Internet. Since taken away Electronics my daughter is doing better she said there was a lot of pressure on all platforms, The zoom was really uncomfortable and she wasn’t really learning anything. She said she fell and connected to everything. Now she’s doing art at home reading and we are talking a lot every day she says I’m her best friend and I tell her she’s my best friend to.  Please connect with your child💕"
