Date,Comments
2020-03-10 15:15,"I enjoyed this movie a lot the first time I saw it. I bought it years ago to add to my ""simulation"" collection of films. Another simulation film I enjoy is ""Unstoppable"" about a real-life runaway train. ""Vantage point"" is also excellent.

Now if you want another simulation about an unstoppable disease try ""The Andromeda Strain"" which was written by Michael Crichton WAAAAY before the HBO Westworld and Jurassic World entered the scene. That one centers on how to isolate and destroy an alien disease rather than it's effect on the populace.

As for the Coronavirus, it's good to be aware, prepared, and maybe even a little scared. Thankfully this is not Spanish Flu territory (yet). We will just have to wait and see how things develop.

Oh, and Contagion was always a movie worth watching. Kind of sad it too a real world outbreak of flu to make people realize that."
2020-03-10 15:16,"""Pandemic"", a recent documentary film on Netflix, is prophetic about what is actually taking place today and how this may end. A must see!"
2020-03-10 15:30,"Life imitating art. Typical for our times. This could all be a reality show for all we know, with most of us watching cable news streaming 24/7 from the comfort of our living rooms, a popcorn bucket in hand. The stakes are high and deadly, of course, but most of us will be watching it all unfold on screen, thinking we're safe."
2020-03-10 15:32,"We'll definitely get to a 'contagion' virus at some point, but covid 19, while bad, isn't the same as something like ebola, but with the ability to be transmitted like a flu or cold.   The main issue concerns  overwhelming the medical system and the hallowing out of government.  Many will get through it, won't be pretty, it's up there with global warming, nuclear war and AI as existential threats."
2020-03-10 15:34,"I don’t really see how listing populations of cities portrayed in a film about a highly contagious virus reflects the director’s supposed “OCD.” 

Maybe be more mindful of using mental health terms so loosely (and inaccurately) in an article, especially one relating to disease in a cultural climate that is probably exacerbating symptoms for many people who suffer from the aforementioned disorder?"
2020-03-10 15:38,"I laughed out loud at the line, ""classic Damon"" and this was a good reminder why I should take a break from all the Corona virus infection updates, breath a little - through a mask, of course  ;-) and re-watch Contagion."
2020-03-10 15:37,"Contagion is a great movie, but I think this author got the wrong message.  The disease in Contagion is incredibly much worse than covid-19.  Far more lethal, insanely more contagious, it is a real world-wide plague on the level of the bubonic plague outbreaks in the Medieval age.  There are enough deaths to affect society in a major way, rule of law breaks down a bit.

The message to get from the movie is that this covid-19, basically a variant of the flu, is nothing to worry about at all.  People are panicking far too much, and that's causing some irritating phenomena like a run on toilet paper at stores, but rule of law is not disintegrating.  Hardly anyone is dying, certainly less than a hundredth of those that die from the flu every year.

So by all means watch Contagion, as it really is a good movie, but just like 28 Days Later, Dawn of the Dead, I Am Legend, and other great apocalyptic movies, it should reassure you that things really aren't that bad.  The main thing with covid-19 so far is that the media is going absolutely bananas hyping the heck out of it, and thus lots of people are paranoid and terrified.  The reality is, it's not that big a deal, and definitely not the end of the world that everybody seems to secretly desire."
2020-03-10 15:22,"From ""The Pessimist's Guide to History"" - by Stuart and Doris Flexner --

""Mariners returning to Europe in 1346 brough back tales of a deadly plague that left thousands of corpses piles up in cities throughout China and India.

The next year the news came in a more ghastly form, as trading ships sailed into European ports with virtually all their crew dead or dying of the plague.

Tradesmen infected with the bubonic plague spread the disease to Sicily, and from there to North Africa and to southern Italy.

Within months all of Europe was consumed by the plague...

[...]

As the plague spread from country to country, it devastated whole populations.  By 1348 millions were dying in England, France, Germany and Austria. ... Half the population of Florence perished within six months.

[...]

All efforts to understand the causes of the plague or stop its spread failed miserably.

[...]

When the plague finally abated in 1351, an estimated twenty-five million people had died in Europe.  About one-third of the world's population had succumbed.  

No one was spared; not royalty or nobles, church officials or whole friaries, artisans or patrons of the arts... 

It was the most devastating disaster ever visited upon the world...""

""The Pessimist's Guide to History: An Irresistible Compendium Of Catastrophes, Barbarities, Massacres And Mayhem From The Big Bang To The New Millennium""

<a href=""https://www.amazon.com/Pessimists-Guide-History-Irresistible-Catastrophes/dp/006095745X"" target=""_blank"">https://www.amazon.com/Pessimists-Guide-History-Irresistible-Catastrophes/dp/006095745X</a>"
2020-03-10 15:33,"Neither is:
I Am Legend, 12 Monkeys, or 28 Days Later, but they can all teach us something.  Be ready."
2020-03-10 15:54,"""And the Band Played On""... book by Randy Shilts, also made into a not-bad movie... is an amazing exploration of the politics of disease, in that case AIDS of the 1980's."
2020-03-10 16:06,"I've never seen the movie but you don't need fiction to know just how bad epidemics can be.

My parents who grew up before there was a polio vaccine remembered the not infrequent polio epidemics where they could be playing with an apparently healthy child one day and a week later that child was either dead or in an iron leg.

  There are still many people alive who lived in fear of polio and even many who had the disease and remember the fear they lived in about whether they would be crippled for life."
2020-03-10 15:24,"Contagion was eye opening to me when I watched it a few years ago.  Kate Winslet’s character never lost her humanity. The scene where she is lying in that bed and the person next too her was suffering and she was reaching out to give that person a blanket, as sick as she was, she saw someone else needed help.  Unlike the Jude Law character, a monster that was on the same team with that terrible virus. He was no different than the extreme right wingers, like a Rush Limbaugh.  This movie made me think a lot of what is happening today.  But it was a nonfiction book that scared the life out of me, The Hot Zone."
2020-03-10 16:08,"in truth, it isn't a good movie but various scenes stay with one forever even if you watched it only once.  What the movie does right:  the health workers in the film get sick and die too.  We are already seeing that with coronavirus."
2020-03-10 16:11,"I checked other sites and found that the death rate in Contagion was 20-30%, an order of magnitude greater than COVID 19. This was briefly reassuring until the movie's death count for the US alone, at some point in the movie where all was chaos, was 2.something million. That puts Contagion right in the middle of our COVID-19 scenario. 

If, say, half the US population contracts COVID 19 and the death rate is about 2%, as a lot of data suggests, that's 3.3 million deaths in the US alone. Or say it's 20% infected, which is the high end of our usual flu contagion rate: at 2% mortality, that's 1.3 million deaths. 

But of course that's not counting people who become severely ill and recover, yet require hospitalization to get through it. Severe cases in China typically last 2-3 weeks. Data indicates that 81% of people who contract COVID-19 don't require hospitalization, but if 19% do, at a 20% infection rate that's 12.54 million Americans requiring hospitalization for, say, one-to-two weeks. The American Hospital Association reported 36,353,946 people hospitalized last year, with an average of 4.6 days of stay. So 12.54 people staying an average of 8 days is a 60% increase in hospital bed requirements. 

Perhaps our streets won't be trash-strewn fear zones ruled by crazed vaccine-seeking gangs. But COVID-19 promises a lot of disruption. Like climate change, an illness doesn't require more than a few degrees of change to up-end a society."
2020-03-10 16:27,I made it through the first few minutes and then I was like Reality is already bad enough without all of the scary background music too. I find YouTube videos of beautiful gardens more to my liking.
2020-03-10 16:27,"Contagion was ok regarding the actual disease and numbers, which were a bit light. Where it did an excellent job was in portraying the role of epidemiology and health agencies work in response to a new bug. It did a good job touching on societal disruption but didn't address the economic and long term impact. Admittedly that would have been difficult. 
If you want to understand a real pandemic, excellent books about the flu pandemic are available: Kolata, Spinney and Crosby for starters. Quammen's ""Spillover"" discusses zoonotic jumps from animals to humans very well."
2020-03-10 16:33,"“V-Wars”, new on Netflix, is along the same lines except people who catch it turn into monsters for a time. Apparently it’s caused by a germ (or something) released from Arctic ice due to global warming. Not very good but I want to see how it ends."
2020-03-10 16:56,"I am on the wait list for this film from the local library - it seems there are a few of us who want to revisit this film. What I remember most from my first viewing is the ease with which the virus was transmitted - by everyday transactions - and all the smart women who work to figure it out using science and logic. And who have a conscience. As the number of cases of COVID-19 grow and the outbreaks of fear and anxiety develop, I have been waiting for someone to,  like the Jude Law character,  show up and claim a government conspiracy and assert there is a secret cure that is being denied the public.  But it seems Facebook is already providing that."
2020-03-10 17:05,"No, No and No. Watching Contagion is always fun. Not only is the high point of the movie Gwyneth Paltrow getting the virus and dying from it. They actually top that part of the film by doing an AUTOPSY on her and removing her brain!! Love it, love it, love it. That made it the ""feel good movie of 2011"" for me, hands down!"
2020-03-10 17:15,"The movie also boasts strong anti-union sentiment, which alas may also be some viewers' idea of a good time"
2020-03-10 17:26,From a purely academic and epidemiological perspective the last scene tracing the source of the virus from bats to Paltrow was eye-opening and prophetic about the effect we have on the world around us and how the world fights back.
2020-03-10 17:29,"I find Contagion surprisingly relevant considering its age. The only element missing is a cruise ship. Otherwise, not much has changed in the world. I found it very enlightening and informative when I first saw it in 2011, and learned the basics of contagion spread--fomites, face touching, R factor. It allows me to trust the professionals coping with all the unknowns they're facing right now, and how we need to value and respect our government professionals, in spite of the elected ""leaders."""
2020-03-10 17:38,It's ironic that Gwyneth Paltrow has transformed in real life into the character played by Jude Law.
2020-03-10 17:55,"I can't believe this - my husband just watched Contagion a few nights ago. I only stayed in the room a couple of minutes to see Gwyneth's death scene! How did everybody else make out by the end of the Movie?  
Seriously, I have little faith in this administrations ability to face this threatening  challenge with any competence. 
Please, everyone take care of your senior family members and friends; and stay away from large, unnecessary gatherings."
2020-03-10 17:58,"My husband and I both worked at CDC for more than 20 years each. Contagion gets a whole lot right and not much wrong (or not terribly wrong). No Epidemic Intelligence Service officer (not ""inspection officer"") would wear heels. They're in the field for too many hours a day. And, BTW, Bryan Cranston isn't ""some kind of admiral"" -- Public Health Service officers are members the uniformed services and carry real Navy ranks. My husband was a captain.

It was refreshing to see frontline public health and health care workers being shown for the unsung heroes they are. We rewatched this last week and not only has it held up over time, but seems prescient in its depiction of a zoonotic chain infection. Despite having his parents disappear on a moment's notice throughout his childhood, the movie scared our 20YO son enough that he had to quit watching. It's a good primer for what can happen when everything goes wrong.

Like some of the posters here, we don't think COVID-19 is the high death-rate pandemic pathogen we drilled for over and over. We lived through SARS and H1N1 at CDC. Collectively we still don't know enough about COVID-19 to estimate R0 or CFR with any accuracy at all. So people should try to be calm, practice good hygiene, maybe lay in some nonperishables in the event they get stuck at home, and be thinking about neighbors who may need help in the event of more widespread infection and disruption. A few good movies to watch can't hurt."
2020-03-10 18:00,"Contagion really isn't a good movie.  It's a Sonderbergh rush-job, similar to so many of the movies he pops off without a thorough development of the script (most recently High Flying Bird and The Laundromat).  The major problem is the wonderful final sequence, outlining how the contagion first entered human society, should have started the movie so that we're engaged and knowledgable as to the real source of the threat.  Recall with Corona how quickly we had a fairly good idea of how/where the virus began.
Yes, it's always fun to see how the virus spreads, but for a good story that does that, and then moves on to more, check out Stephen King's 1400-page-magus The Stand."
2020-03-10 18:02,"Eerily, I watched a 2016 movie, called, ""Viral"", that was a mixture of science fiction and reality, that was set in the USA, about a virus and people being contained in their homes, and it showed a real life TV clip of Obama saying you don't have to worry about the virus as it is not airborne. If it was airborne then we would be very worried."" It showed people catching the virus and going into self isolation, and then the government sending in the military to keep them within their own region. It was a great movie and well worth watching. 
This movie was eerily in NZ TV about a week or two before a public announce was made about the coronavirus. The movie was made in 2016."
2020-03-10 18:03,Don’t shake anyone’s hand!  Just don’t.  Elbow bumps and foot taps are juvenile.  Say hello or goodbye like an adult and resist the urge to be creative.
2020-03-10 18:18,So we cough and sneeze on our sleeve around the inner elbow and then we bump our outer elbow areas?   No thanks.
2020-03-10 18:20,Just rewatched this. Riveting. So well directed. And obviously based on a lot of research. I wish it had remained in the realm of fiction.
2020-03-10 18:32,I presume this movie hasn’t made Trump’s playlist.  His “policy” actions might have been a little different.
2020-03-10 18:36,"“The other day, I watched a businessman wipe an entire train seat with disinfectant and then park himself in it before it dried.”

It’s impossible to know if that disinfected seat protected him and/or others from the virus. But, as is the case with reducing carbon emissions to mitigate climate change, there’s certainly nothing to lose.

Clean air, water, energy, and surfaces can only help."
2020-03-10 18:39,"Around Christmas 2017, I came down with a version of the flu, which was particularly nasty that year. I think having gotten the flu shot a few months earlier as I always do helped a lot, but I was still bedridden for about a week and began reading something I had downloaded to my Kindle but forgotten about. Turned out to be ""Station 11"" by Emily St John Mandel about a flu pandemic that wipes out most of the world's population! I am not a Sci Fi
fan, but found this book very compelling, under the circumstances."
2020-03-10 18:53,Watched it recently. While very much an exaggeration in terms of virus caused deaths parts of the film were almost too accurate and too painful to watch. Not exactly an escape from day to day reality.
2020-03-10 18:54,"SPOILER ALERT:  For me the best thrill in Contagion is the ending, which reveals how the virus was introduced to the human population - by deforestation which forced fruit bats to leave their natural habitat and hang around nearby farms. I was stunned by the prophetic accuracy of this detail because after the making of that flick there was the Ebola outbreak in western Africa, a region unfamiliar with this disease. Epidemiologists traced the outbreak to a fruit bat forced out of its natural habitat by deforestation. Seems these flying rodents are reservoirs for all kinds of viruses and are best left isolated in the wild.

As for the coronavirus, scientists have so far traced its origin to the notorious wildlife trafficking in China, possibly from bats or from the critically endangered pangolin, all poached from their natural habitats. Chinese demand drives the global illicit wildlife trade, so it was nearly inevitable that the latest virulent disease attacking humans would originate in that country.  Then again, considering the destruction of other animal habitats around the world and in the U.S., there's no doubt more killer epidemics lurk in our future."
2020-03-10 18:57,I've been thinking about Contagion too.   A huge difference between that fictional time a decade ago and now is that Contagion assumes a US government both confident and in good faith.  We've got neither.  Pretty scary.
2020-03-10 18:58,"Thanks for this humor in a nervous time. I watched Contagion a few days after my county announced the first case of community transmission in the U.S., just to boost my mood.  I, too, winced when Paltrow's hand reached into the peanut dish, and I'm never using a salad bar again.  The scene that stuck in my mind was the riot at the pharmacy when they didn't have enough of some drug that was supposed to help, and later the bingo-style lottery to determine people with which birthday would get the vaccine first.  All in all, it made me glad I work from home."
2020-03-10 19:06,"Humor is needed right now. But I haven't rewatched Contagion, so I contented myself with watching Dustin Hoffman and Renee Russo slog through the execrable ""Outbreak"" and the one and only season of the tv series ""Containment"". Now that one is creepy."
2020-03-10 19:17,"Read this somewhere: Never take anything seriously that's shown in a place where they sell candy in the lobby.  And I'm a big media fan. It's mostly fun, not real."
2020-03-10 19:18,"Very nice piece. The most memorable scene is when the Red Cross runs out of body bags. 
The movie promotes the narrative of a slow totally powerless governmental response but fortunately the WHO and CDC come across well. The uncertainty of the threat we do not understand is what interests filmmakers. The real threat of running out of ventilators is never shown. Epidemics - the cripplers and killers -have been a great resource for screenwriters. (see Cinema MD. A History of Medicine on Screen)"
2020-03-10 19:23,I rewatched Contagion as soon as I heard about Coronavirus. It was definitely not comforting.
2020-03-10 19:52,"The most important part of the movie is the last 1-2 minutes where it shows how the virus spread into humans in the first place. Deforestation. Environmental destruction. Nature is trying to tell us that destroying ecosystems will come back to haunt us. We never listen, and we'll never learn. We prefer to run after the viral fires. It would be much better if we prevented them."
2020-03-10 19:53,"Thee is no way I would rewatch Contagion at this moment in our history. It feeds the worst of our fears. It's a movie, it's suppose to entertain and scare us, and that's exactly what it does (and more). I would not recommend this film right now."
2020-03-10 20:04,Watching timely cinema is key to understanding humanity and societal nuances during unique scenarios. We should not be afraid to relate to a fictional situation.
2020-03-10 20:13,"This movie was quite good. I don't need to watch it again, but I just wanted to say, of a lifetime of great performances Kate Winslet's in particular was fantastic.

The irony is I would have recommended this movie pre-outbreak just to appreciate its story telling style and high quality."
2020-03-10 20:16,"""to see just how bad things can get""

Personally I don't waste time using Hollywood fiction to get a handle on reality.  After all Hollywood is just one giant fantasy."
2020-03-10 20:20,"""Contagion"" does not come up with a worst-case scenario, at least at the local level.  Imagine this: an epidemic complicated by a Category 5 hurricane hitting a major city in a country run by a government which doesn't believe in government."
2020-03-10 16:30,Letter of Recommendation: Plague Inc to play on your iPhone!
2020-03-10 16:36,"Or, you could turn off the TV and read Albert Camus' ""La Peste""..."
2020-03-10 16:49,"This was an thoughtful, enjoyable article until the head-scratching, ""The movie doesn’t predict the racism and xenophobia that have broken out in the United States."" In a country of 330+ million there is bound to be a few buffoons and boors, just like the tame example given. ""Racism"" and ""xenophobia"" used to actually mean something, but they've been so over-used that they are losing their significance and weight."
2020-03-10 17:02,Here in #Hove I had missed this movie - and shall seek it out. It reminds me that there was a terrifc Australian movie The Clinic. I wonder if this is around?
