Date,Comments
2021-07-12 13:17,"Surviving after ECMO does not mean making a full recovery. A major study shows that the longer people are on it, the less chance they have, and many will live less than a year and in a nursing home. It damages the blood and causes other problems. A friend of mine had a double heart valve replacement last month in Phoenix and had to be on ECMO for a week or a bit more. He had had a non-hospitalized case of COVID a a few months earlier, and the autopsy showed it had damaged his lungs so much that they couldn’t provide enough oxygen. His death saved him from a a life in a nursing home and an early death. He was 63."
2021-07-12 13:03,"The ones who could have gotten a shot but refused, should be sent home and told: you are right, Covid is a hoax, it is just the common cold, go home, rest in bed, and take some aspirin."
2021-07-12 13:06,Smokers should be bottom of the list.
2021-07-12 13:15,"At some point Health Insurance Companies are going to start refusing to cover people who refused vaccine and then needed millions in care because of that foolish decision. 

Just like your car insurance company would refuse to cover the damage to your car when you wrecked it street racing."
2021-07-12 13:07,"People who ignore the science, the preponderance of information, and refuse vaccination should go to the end of the line for treatment. Not only are they willfully risking their own lives, but they also increase the risk for doctors, nurses and anyone who comes into contact with them. It also means the nation's economy could go into a second tailspin costing millions their jobs.

Once upon a time there was an expression known as ""contributory negligence"". Those who refuse vaccines, social distancing and masks are criminals and should be treated as such.

I look forward to Trump's allocution where he admits in open court that he knew his bogus cures were nonsense and urges all of his followers to get vaccinated."
2021-07-12 12:56,"Sadly, how many of these patients using a treatment limited by supply did not get the vaccine or take any precautions?  

One other question, why isn't the miracle drug given to Trump more widely available?"
2021-07-12 13:07,"""...clinicians were left to apply differing criteria, with insurance coverage...""
It is our national shame that insurance coverage dictates what medical care a person can get."
2021-07-12 13:19,"We have the data that identifies COVID hotspots in America, concentrations of COVID breakout due to the failure to get vaccinated.

Therefore, the CDC should issue travel advisories that are prominently displayed on the roads leading to these hotspots so the rest of us don't stop for fuel or food. Government has a responsibility to protect people and help them avoid disease. Travel advisories might go a long way towards persuading people to use their head & stop listening to Donald."
2021-07-12 13:15,"My 91 year old mother, a former R.N., is alive in excellent health in assisted living.  She has no systemic or chronic disease.  The only medicine she is on is cholesterol medicine.
She's a normal weight and has never had surgery in her life except for 2 hip transplants.  She is able to walk unaided, bath unaided and eats normally.  She is mentally alert and reads every day and still manages her own finances.

This. article makes it obvious that if she needed EMCO, her age would mean she would not get it.

I have a close friend whose 99 year old mother, who like my mother is ambulatory, never smoked or drank alcohol and still lives in her home, would not qualify either.

The decision not to treat people over 50 or 60 - those most likely to die if they contract COVID - seems random and is largely determined by whether a person is wealthy or has been connected to the hospital community or is a public servant.

This is troubling."
2021-07-12 13:20,"ED doc here. This reporting makes it sound like ECMO is a lifesaving treatment. But the reality is that most adult patients treated with ECMO die, and in those that survive there is high risk of severe disability. The reality is that by the time someone needs ECMO they are probably going to die. 

We are better off focusing our resources on public health, mental health, and access to care— not incredible expensive treatments like ECMO."
2021-07-12 13:30,A little more science and explanation of the procedure and a lot less pathos and story telling  would have been greatly appreciated in this story.  ECMO was not explained until close to the end of the article.
2021-07-12 13:31,Get vaccinated.
2021-07-12 13:31,Start charging $100 for vaccine in a month and stop covering medical bills for unvaccinated. Nothing good is free & stupidly has a price.
2021-07-12 13:28,"And healthcare providers have to decide….

What decisions to have to live with."
2021-07-12 13:47,"It's disappointing that there is no discussion about Dr. Suarez's decision to put his patient on ECMO despite the hospital not having adequate staff to safely care for the patient. How many nurses had to take on dangerous assignments with three or four ICU patients so they could pull a one nurse or two nurses to take care of Dr. Suarez's ECMO patient every day, for what was surely a long course of care? When units are understaffed, things get missed and patients suffer devastating consequences, yet the author of the article seems to suggest that because the patient survived, what Dr. Suarez did was okay. How many other patients already in the hospital suffered consequences due to understaffing because of Dr. Suarez's decision?"
2021-07-12 13:47,"It's disappointing that there is no discussion about Dr. Suarez's decision to put his patient on ECMO despite the hospital not having adequate staff to safely care for the patient. How many nurses had to take on dangerous assignments with three or four ICU patients so they could pull a one nurse or two nurses to take care of Dr. Suarez's ECMO patient every day, for what was surely a long course of care? When units are understaffed, things get missed and patients suffer devastating consequences, yet the author of the article seems to suggest that because the patient survived, what Dr. Suarez did was okay. How many other patients already in the hospital suffered consequences due to understaffing because of Dr. Suarez's decision?"
2021-07-12 13:55,These technologies are insanely expensive and distract from the reality that many other less expensive but critically important services could be offered to more patients who could then benefit from them. But this is a profit driven system.
2021-07-12 13:49,"Why is this left up to the family?  Why are scarce resources wasted because the family says so? 
Panels decide who gets a transplant.  Why don’t they decide who gets treatment?"
