Date,Comments
2020-06-27 14:49,"Terrific investigative reporting. Someday, years from now, people will read this as they try to understand what went wrong in the Covid-19 pandemic of 2020."
2020-06-27 14:44,And we have a president who doesn’t wear a mask and spews false facts.
2020-06-27 15:01,"And here in the US, now, even knowing that people without symptoms can and do spread the disease, our president and many governors think they can bluff the disease away. 

Sure, the economy is important. But dead people are unemployed people. They also do not buy anythi"
2020-06-27 15:04,I wonder how much of this was down played because the doctors who sounded the alarm were women.
2020-06-27 15:04,"It’s not how the world; the question is almost exclusively how the United States is still watching in silence. Trump in his White “Palace” (built with American taxpayers’ money to which Trump does not seem to contribute much) keeps on blaming China even though China has managed to control the number of deaths outside Hubei Province to less than 1500. Now you don’t have to trust Chinese numbers — just look at other countries like South Korea and Singapore, focus especially on the TOTAL number of deaths. I have spent a good number of years in China and guess what? This administration is far worse in terms of the blatant lies it tells to the public — to the extent of insulting our intelligence."
2020-06-27 15:06,There is also evidence that the European strain is more highly contagious than the original from wuhan.
2020-06-27 15:07,Most of us already knew anyone infected with Covid19 can spread it whether they present Visible Symptoms or Not.
2020-06-27 15:07,"We need more clairvoyants in the public health field if we are to effectively battle pathogens.

And a little less blame assignment and petty finger-pointing."
2020-06-27 15:09,Tremendous reporting. This is why I subscribe to the Times.
2020-06-27 14:52,"How is it possible for any thinking person reach any conclusion other than that Trump is intentionally working to destroy our country?
I am a former long-time Republican who supports the Lincoln Project that is working to rid us of the Trump scourge."
2020-06-27 15:08,"Compared to the blinkered graveyard whistling of the Trump administration this seems like small potatoes. Still, it is chilling that the scientists stumbling over themselves to discredit Dr. Rothe and her team put semantics ahead of public health. I agree that words matter but with this much at stake it’s a shame that distinctions were confused with differences."
2020-06-27 14:40,Science is impartial. Scientists are often not impartial.
2020-06-27 15:09,"I have been aware of the inconsistencies in all COVID reporting almost since I first started reading about it in late Feb. Wikipedia had much information about it then and also included the perceptions of possibilities and likelihoods being circulated at the time. Just from a rather casual observer, the reporting over all has always contained elements of possibilities vs. probabilities. The overwhelming evidence to me was the exposure and infection among populations in close quarters--same ships, nursing homes, meetings, business, communities. The way COVID works in real life is quite different from any lab settings. It is obvious there are many factors in COVID that cannot be understood and given as definitive, indisputable fact. We can only trust what evidence from the real life spread. Scientific proof will have to catch up well after. 

Can we just focus on valid testing, treatments and vaccines? Please stop using poor tests for infection or anti-bodies! The inconsistent reliability of all the tests circulating around the world are not giving science the same information. How many test results need to be deleted as inaccurate or unreliable? Stop funding faulty or politically tainted research! Do vast pool testing. Keep reporting anecdotal evidence of outbreaks that clearly happen in 1 space, neighborhood, event, etc. Nothing will apply to everyone, everywhere."
2020-06-27 15:14,"As states across the country prepare to reopen schools in the fall, the case for reopening rests on scientific evidence that children are not as susceptible to infection, and that they do not spread the disease to other children or adults as readily when they do become infected. 

How trustworthy are these claims?"
2020-06-27 15:25,Excellent article. Politicization of medicine leads to tragic results.
2020-06-27 15:28,The important take away is the role that masking plays in stopping the spread.  Masking should be legally required — with immediate and publicized arrest so as to assure compliance — wherever social distancing is impractical.
2020-06-27 15:32,"Communicable diseases whether , bacterial /Viral always have incubation periods usually without feeling ill ."
2020-06-27 14:57,"The world did not miss the corona virus spread, only the world's most important partner, the United States of America. In virtually every other global disaster, MY country, America, was at the forefront, ready to help and take the lead with supplies, arms and technology. America's disastrous response to COVID belongs to one man, Donald Trump, and his cohorts in malfeasance. It is because of Trump that we do not have adequate supplies nor do we have contact tracing or a myriad of weapons and data we could use to combat this disease.

At a time when we needed General George Patton, we instead suffer a quisling who uses the crisis to line his pockets and plan his reelection. Trump's despicable cohorts in the senate and Justice Department created the Perfect Storm for the disease to spread. At any other time in America's glorious 243 year history, a defective president like Trump would have been removed after so many missteps and examples of complete incompetence.  Instead of America leading the charge, we have Trump advocating risky behavior and the insane injection of deadly chemicals.

It's understood that an electorate can make a mistake, but the larger mistake is our inability to correct our error by removing Trump from office."
2020-06-27 15:00,"No ``look-back'' is complete from an American perspective without explicitly addressing the attack on America waged from within by 45 and his administration.  The evidence is hard and clear that as a result of his/their political weaponization of the only known effective tools (distance, mask, test, trace) against the rapid spread of the virus for personal political gain, thousands of American lives have been lost, both young and old.  The data and transcripts of this process are non-deniable, and the onslaught continues.  His ``5th avenue'' banter was far tamer than what he has actually done.  Pence is on the trail pushing this propaganda, most likely out of fear that he will be replaced by Nikki Haley on the 2020 ticket (if she is dumb enough to take it)."
2020-06-27 15:10,"This is not the last pandemic of our lifetime. Will we have another one every 10 years? Every 5 years? Every year? How many mutations are possible? How many different diseases are out there ready to be spread by ever faster travel and, dare I say it, globalism?￼"
2020-06-27 15:20,"This is ridiculous. Everyone knew that the virus could be transferred before symptoms showed up which everyone knew took around 14 days to show up. That’s why you quarantine for 14 days  - to see if you have it and if you do, you wont transfer it during the quarantine. Every early study from China confirmed that if you got it you would more than likely get some symptoms.  This was a mountain out of a molehill - pre-symptomatic vs asymptomatic."
2020-06-27 15:20,"Hong Kong did not miss Covid 19. We have under 1,200 cases and only 7 deaths despite being on China’s door step. All credit due to our exceptional healthcare workers and responsible citizens."
2020-06-27 15:22,And there you have it: scientists can be just a petty as everyone else.
2020-06-27 15:18,"It's evident that everyone should be tested and those that are positive be quarantined and tracing be done on their contacts, who should be quarantined for 14 days."
2020-06-27 15:20,"If this is really true, it would mean the infection rate is much higher than reported (because asymptomatic people will mostly not get tested).  

If many more people are infected but not showing symptoms, it means the risk of infection and the mortality rate are lower than believed, because we are undercounting the infected.  

It means herd immunity will be achieved sooner, because the infection is spreading unnoticed and many peoples’ immune systems are dealing with the infection just fine.

I still find this very hard to believe.  The reason infectious diseases have the symptoms they do is they are the mechanism by which the infectious agent spreads— coughing, sneezing, runny nose, diarrhea, vomiting, hemorrhaging (or your body’s response to the infection— fever, inflammation).  All of the former category are about spewing copies of the virus.

What other infectious diseases do we know of that spread without any symptoms?

Isn’t it just as likely that the contact tracing was flawed?"
2020-06-27 15:29,Symptomless spread is common in many viruses. Often persons are most contagious prior to the development of overt symptoms. Asymptomatic carriers are a well documented phenomenon. It was foolish to rely on symptoms rather than virus testing to identify those who are disease vectors.
