2021-07-21 14:54:10,There is a precipice when the effects of preventative measures outweigh the risks of ignoring them.
2021-07-21 14:58:59,"A lot of people in high places have personally  invested in restaurants or have family members who did. So they think they are advancing their own financial interests when they allow restaurant dining without vaccine passports.  

Personally, even though I am vaccinated, because of the variants and breakthroughs, I don't feel comfortable eating in a restaurant that doesn't have vaccine passports. Their rush to max profits makes me wonder if they are violating other health regulations or if I will get a cold there. What they don't realize is that many of their old customers are not that fixed on the dining out experience. It is easier than ever to cook great meals at home, and then there is the takeout. So the only reason to eat in a restaurant is to see and be seen. But you can see crowds of people at lots of outdoor venues, or on television."
2021-07-21 14:52:21,"It's fairly obvious that ""back to normal"" is premature. The Delta variant, though not more deadly, is significantly more transmissible than previous versions.  People are acting like it's gone. Half the population is not vaccinated. Delta has taken over as ""the"" current infection in less than 6 weeks.  Many of the unvaccinated are following CDC guidance for the vaccinated, going without masks, risking themselves and others. Look at the crowds. Look at the unmasked. Many are simply lying & cheating. The piper's bill is coming due. This moment is too similar in virus growth numbers to March 2020. Don't let your guard down folks. Let's see what happens between now and Labor Day.  If people don't step up and get FULLY vaccinated, it's going to be a long year again, and too many won't see 2022."
2021-07-21 14:53:26,"Hopefully the right-wing liars weaponizing vaccines and masks for political gain are being ordered by their patrons to stop because it's cutting into business and the markets.  

Several of the Fox entertainers did a 180 recently and started exhorting their dupes to get vaccinated; coincidentally on a day the market was down 800 points on Delta variant fears.

Just like climate change, we'll see action when it starts to cut into profits."
2021-07-21 14:59:42,It's sensible approach to re-open. Can't live in lockdown forever and we are never going to reach herd immunity or eradicate covid.  And everyone is tired of 'boy who cried wolf' scientists and health experts. Let them live in their ivory tower and never out.
2021-07-21 14:57:24,“Scientists warn”. What about the economists? What about the social psychologists? Humanity needs to move on. COVID isn’t going anywhere and we aren’t getting any younger.
2021-07-21 15:03:27,"As long as the positivity rates remain low around the city and Long Island we will venture out to eat but getting on a plane or cruise ship is out of the question for now. 

Our choices remain fluid with the a third wave on the horizon."
2021-07-21 15:05:00,"I think it's very irresponsible to open completely before everyone over 18 (or perhaps 12) has had ample time and opportunity to be vaccinated.  And some basic restrictions might need to become permanent (all bars, clubs, and places with indoor singing need excellent air circulation or filtration, public transit and similar settings maintain mask mandates, some events require 24-hour rapid antigen tests).  But eventually, the other restrictions will have to fall away."
2021-07-21 15:05:07,"""Personal responsibility"" is only helpful when the at-risk UNvaccinated individuals (at risk not only of getting sick but also more importantly spreading it to others including immunocompromised) actually follow the rules --> masking up, avoiding large gatherings, etc.  That's not happening; many chose not to get vaccinated AND are doing whatever they please.  Until they get vaccinated, or strictly follow all protocols to at least lessen the chance they'll continue contributing to the spread of disease, we're stuck with this AND it will keep mutating."
2021-07-21 15:00:55,The thing I don't understand is people's bravura in the face of the virus and timidity about taking the vaccine.
2021-07-21 15:02:40,Stop the angst over antivaxxers. They are allowed choice and will suffer any appropriate consequences.
2021-07-21 15:15:17,"There has been plenty of messaging about the need to get vaccinated and plenty of time to do so.  The only people significantly at risk are those not vaccinated.  83% of those getting infected now are with the Delta variant which is highly contagious but, because symptoms are usually mild, has little impact on our medical facilities.  So, as one who has been vaccinated, I don't feel I need to be punished through closures because those unvaccinated may get a little ill."
2021-07-21 15:15:43,"I feel like we are at a tough cross roads right now. I've ended up believing months ago we have to learn to live with it, but within reason. Seeing hospitals fill up with the Delta variant due to areas with low vaccination rates isn't feasible. Able to live with it like the flu where it's there, it might cause harm on some, but it won't strain a system is feasible. 

Honestly the latter needs to be the goal, but when are we there? Obviously vaccination rates is one thing, but we have variants. Will they hold like they have for the most part? Or will the technology developed to make it a yearly vaccine like the flu shot?

I feel like we aren't there to accomplishing any scenario I mentioned, and I support steps to get back to normalcy. But this rush to normalcy keeps backfiring. Especially in certain parts of the world. I wish more people realize the risks involved over worrying about their bar meet up every night."
2021-07-21 15:11:21,Masks work - why not mandate masks instead of lockdowns?
2021-07-21 15:15:40,"While the idea of ""learning to live with COVID"" may work for developed nations, it will not work in the underdeveloped United States. In your country, members of your congress are at war with science. ""Know nothing"" senators accuse the Director of Infectious Diseases, Dr. Fauci, a physician-scientist and immunologist, of lying about the disease. That ignorant mentality foments rebellion and has resulted in under immunization in so called ""red states"".

Until your country implements minimum standards of education, experience and aptitude for congressional service, the rest of the world should restrict travel to and from America."
2021-07-21 15:15:51,"So people think they are now ready to put up with a certain level of serious hospitalization and deaths in order to have a ""normal"" life again. All well and good. But let's see what happens when some mutation or variant starts making younger children seriously ill or dying.￼"
2021-07-21 15:10:24,"Unfortunately, nothing has changed since last year. Viruses reproduce in ‘hosts’ and there are plenty of unvaccinated/unprotected to offer this kindness , free of charge, to the virus. I promise you, this is about as hard to predict as gravity. When was the last time you looked at the ceiling to see where the plate your dropped, landed?  We in Mexico and those in the US are on the same glide slope as last year, summer spike then huge sickness and death in November-February. Please ask yourself, what has changed ? Yes, fewer people are at risk, but millions and millions are available for the virus and it will find them. Managing this by measuring hospitalization rate or ventilator availability is practical for governments and maybe that’s all that can be done if the population refuses to protect itself. It’s frustrating all around, I guess"
2021-07-21 15:17:36,"We have widespread access to a highly effective vaccine. We are unaware of any variants that escape the vaccine. We are safe to resume normal life.  People who choose not to vaccinate aren’t going to be convinced if we just give it more time, and there are real social and economic consequences to continued restrictions."
2021-07-21 15:20:19,"Either the vaccines protect against severe outcomes, or they don’t. 
Either way, it’s obvious there is no role for further restrictions. 
I will say given the paucity of reports of reinfection, and the constant drum beat of positive cases after vaccination, natural infection indeed seems to provide substantially stronger immunity."
2021-07-21 15:20:51,"It's not a popular concept, but we are going to have to learn to live with covid-19.  When nations have a large portion of their population vaccinated, those people will almost certainly not die from covid.  There will always be people who refuse to get vaccinated, and a tiny percentage of them will die from covid, but that's not a big deal.  There is no shortage of humans, and what the world needs most of all is fewer humans, so really covid doesn't go far enough to help out the world in this regard.

We also have to realize that we will never get rid of covid entirely.  Last year it killed around 4 million people worldwide, or around 0.05% of the population, a tiny fraction.  This year it'll likely be around the same, next year it may drop to 2 million, and it'll keep decreasing.  I'd hazard it'll bottom out at under 300,000 a year, far less than yearly deaths from malaria or diarrhea, and at that point we'll start to ignore it.

We should move on from the pandemic, not because it's over, but because it's not important.  Climate change is our number one threat these days.  Covid is barely a threat at all, and I'm saying this despite having family and friends die from it.  We have to move on because there is no alternative, keeping things shut down will not eliminate covid either."
2021-07-21 15:46:15,"England is heading for disaster. Israel and the Netherlands both removed mask mandates, experienced dramatic surges with extremely short doubling times, and restored the indoor mask requirements within a couple weeks. 

The UK waited until there were about 65,000 cases a day with a doubling every two weeks, and then removed the mask mandates. 

Due to the lag between infection and detection, by the time they figure out their mistake, it is easily possible that there will be >200,000 new infections a day. And that is if they even do figure it out, because surely there is a limit to the number of PCR tests that can be done per day. So the number of detected infections must plateau at some point due to testing limitations, regardless of the actual number of cases.

Since hospitalizations are at about 2-2.4% of detected cases, the hospitals will  be overwhelmed by mid to late August unless they change course."
2021-07-21 15:18:23,"What's with you guys keeping the border with Canada shut for fully vaccinated people, but we are opening it up to fully vaccinated Americans Aug 9th?   As I see it, your people are more of a threat COVID wise than we are.   Your levels are starting to skyrocket because of Delta variant.  Yet our levels are dropping way down, and we have more people now fully vaccinated.   For the past month or more, your politicians at state and federal levels have been crowing at us to open our borders, and yet when we do, your fed gov decides to just keep it closed up???  You are a sovereign country to do whatever you please, but the optics here don't seem right."
2021-07-21 15:22:41,"This will be the mentality going forward. People are over it. 

No matter how much the media will talk about it."
2021-07-21 15:26:16,"The Black Death altered the course of EuroAsian history. COVID-19 and its successors (including re-emergent infectious diseases spreading in younger populations due to vaccine hesitancy and outright anti-vaxx) will do the same in the far more open and interconnected world of this century.

An evil prospect; what will be the analogs in our and immediately future times of the Wars of the Roses; the Hundred Years War; the Religious Wars of the 16th and 17th Centuries--? The world depicted in the paintings of Hieronymus Bosch..."
2021-07-21 15:44:32,"Wear a mask. Live your lives. Hope for the best. 

It’s that simple."
2021-07-21 15:27:31,"The world is complicated isn’t it. The modern brings access to social media and all the short comings it engenders. Untruths and down right lies. I am stunned at acquaintances who have told me no vaccine under any circumstances. And they become part of the problem as we attempt to reach herd immunity. They are rolling casino dice. Maybe there is some truth to letting nature take over; the weak, infirm and old die off. I don’t want to inject politics here. It’s just that people are so confused by secondary and third person sources. It’s tragic. Here in Connecticut, I’ve taken to wearing masks again inside. Funny, as a you g senior, I stood in line for days in January waiting for extra doses at the end of the day. This was how important it was for me to get vaccinated. On the third day, my number struck. I was very pleased and my second Pfizer short occurred on Feb 10. A special day indeed."
2021-07-21 15:48:20,"We need to keep wearing masks. Cases matter. If large numbers of people are still getting infected, regardless of whether or not they end up in the hospital, we have increased opportunities for people to get long covid as well as for the development of new, vaccine smart, variants.  Evoution doesn't care if we are ready to move on.  If we keep masking up we would cut down on transmission, which is happening even among the ""safe"" vaccinated people.  Delta evolved in India because there were so many cases, not because of the number of people in the hospital or dying."
2021-07-21 15:45:44,"I'll continue wearing my mask although I am fully vaccinated. If a booster is required I will gladly line up for the shot. I am in no rush to be a guinea pig for bolstering consumerism and the restaurant business and I feel no need to be cheek and jowl with the rest of humanity. We need to plot a steady course to whatever ""recovery"" will look like but I m not onboard with treating the pandemic like a rolling electrical blackout."
2021-07-21 15:52:06,"So now we have to accept that infections are inevitable and concentrate on avoiding severe illness and death?  Where does that leave the immunocompromised and people with underlying conditions like cystic fibrosis, where even a “mild” infection can lead to severe illness and possibly death?  The message seems to be that such people are a burden on society and should either find a way to live in a cave or die and decrease the surplus population.  Charming."
2021-07-21 15:54:44,"Masks should continue to be essential.  It is not a difficult request to make. They become quite part of the daily clothing. Boris Johnson is a fool to open England completely when so many infections increase each day and lots of people only armed with one shot. Fortunately, we have a sane leader now; however the GOP needs to step up and convince the uneducated on the benefits of vaccinations."
2021-07-21 15:57:19,"Continued fear of the virus dictating one's life once vaccinated is almost as illogical as the people who were anti-mask when this all started. 

If you're vaccinated, your chance of serious illness is extremely low. As a society we cannot continue to impose upon responsible citizens for the sake of the obstinate who refuse to get themselves vaccinated.  If you live in the developed world, vaccines are widely available, free, and very safe. There is no excuse for not getting it.

At this point we should be treating Covid like the flu. We do not mandate masks and ban gatherings when flu season hits. Would it be great if everyone did wear masks to protect those who do get very sick and die from the flu?  Sure. But we haven't done that since 1918.

I've done my part. I masked when there was no vaccine. I isolated. I closed my business. But now it's time to move on. Those who choose not to vaccinate do so at their own peril. I feel bad for the immunocompromised and others who cannot get vaccinated for medical reasons. But I have done my part to protect them. The responsibility for further spread falls on the shoulders of the irresponsible unvaccinated."
2021-07-21 15:59:47,I wore my mask diligently 100% of the time and still got infected with COVID in January of this year. And my mask was the professional-grade N95 that I was able to get through relatives who are doctors.
2021-07-21 16:07:18,"We shouldn't be talking about this as a stark dichotomy between lockdown or throwing caution to the winds. There's a vast and sensible middle ground.

It's now my habit to have a mask in my pocket, just as I wouldn't leave the house without keys or wallet. Though vaccinated, I routinely pop on the mask whenever I enter a store, or in crowded situations. For longer exposures like movies or airports, I switch to the less comfortable but more effective KN95. At restaurants, we choose outdoor seating when possible. This is close enough to ""normal"". As an added benefit, it's been over 2 years since I've had a cold."
2021-07-21 16:03:36,"""we failed, deal with it lol"""
2021-07-21 15:58:13,"I blame Republicans for peoples reluctance to get the Covid vaccine. That's its MO. Gotta keep people angry about something. Gotta have a boogyman (Fauci, Hillary, etc.). Let's not forget the blatant racism. I'd say let them die of Covid, but that would be stooping to their level. Just keep pushing the vaccine and hope for the best."
2021-07-21 15:59:52,This is an endemic virus that is with us for eternity  what are you delaying this for. We need to move on! Get vaccinated or get Covid it’s one or the other.
2021-07-21 16:00:22,"Just like mass shootings. It's here to stay, live with it."
2021-07-21 15:58:56,Enough is enough. Vaccines should be mandated.
2021-07-21 16:03:56,"""Michael Baker, an epidemiologist at the University of Otago in New Zealand, said that countries taking shortcuts on their way to reopening were putting unvaccinated people at risk and gambling with lives."" No Mr. Baker the unvaccinated are putting the vaccinated at risk by providing a host for new variants."
2021-07-21 16:04:34,"Its been obvious for many months that Covid was something we were going to have to live with. And yet many people, including many of the experts we've been depending on, are still holding out the silly hope that we can rid the world of Covid-19.
  This zero-Covid fantasy is quickly becoming more of a problem just when the disease has become less of one. The variant argument just doesn't hold water when you look at the numbers and the empty hospital wards.
  Anyone is welcome to double mask, stay home, avoid human contact for however long they want. They don't have the right to force their fears on everyone else."
2021-07-21 16:00:56,"Shutting down economy for long term just to get rid of covid makes no sense considering we have vaccines that work now. Scientists need to relax, we now need to now listen to economists to improve the economy as without a good economy it will drive so many people into poverty."
