2021-08-30 11:34:40,"I just don't get it- how do these fads even start? I have an idea- as long as people are latching onto random pharmaceuticals, how about something that will probably do them some good (even though it has no effect for covid) like a statin."
2021-08-30 11:36:38,"It’s disturbing that these people are so daft that they’d take a random dewormer recommended by an internet clown rather than take one of the most scientifically advanced, revolutionary vaccines ever created. The irony is wild. Remember when they told us the internet would make people smarter because information would be on demand and at our fingertips? Sigh…"
2021-08-30 11:37:06,"People need to be criminally prosecuted and I mean the one spreading this false information, the people prescribing it, the people distributing it and the people purchasing it.  With the evidence that social media and our telephones provide it would be readily able to show criminal behavior."
2021-08-30 11:37:33,"The news that a bunch of Trump supporters and right wing anti-science conspiracy theorists are falling all over themselves to take de-worming medicine somehow seems quite fitting to me. I only wish it would actually work, but sadly I doubt that they will actually be de-wormed after they’re done taking it."
2021-08-30 11:38:18,"So I suppose these people  know what is in this, how it was made, and future side effects.  I say let them take it."
2021-08-30 11:38:22,"Since time immemorial, when we did not have science, people have been going for rumored cures and preventions such as garlic. The danger today is how misinformation gets spread and in ""stovepipes"", channels and the wide variety of drugs available. The larger story, not that much larger, is how people are getting their misinformation. Can proper information be circulated back through these streams? Of course people have freedom to be ignorant. It should be more difficult today to be so. Ignorance seems much more willful."
2021-08-30 11:38:22,"Let me see if I understand this.

Millions of people are refusing to take a vaccine approved by the FDA to prevent COVID.

Meanwhile, people are self-treating and/or demanding doctors prescribe a drug that has never been approved in any capacity for treating or preventing COVID.

I suppose we should have expected it, when we saw people self-treating COVID by inhaling lysol after a real estate developer suggested it might be a good idea."
2021-08-30 11:38:45,"people trusting hearsay, or horsesay, more than science and the government. probably the same people who invest in meme stocks. we'll, good luck."
2021-08-30 11:40:46,"Social Media is a cesspool of misinformation.  If you don’t take the time to research something, then it’s on you.  It’s not like we don’t have real data and constant information on Covid19 these days.  Zero sympathy from me.  I’m so tired of, and also shocked, at how dense the American public is.  And these same people’s votes count equally."
2021-08-30 11:47:10,"Vaccinated ""news"" commentators earning huge salaries spreading misinformation about this stuff.  I dont understand the motivation. Maybe I am just getting old."
2021-08-30 11:48:50,"Three questions:
1. How did the belief in the effectiveness of this drug for Covid get started?
2.Why have there been studies about it? Are organizations conducting studies, which are expensive and potentially dangerous to participants, just because of a rumor?
3. Most importantly, why are docs prescribing it?"
2021-08-30 11:53:27,Getting vaccines developed specifically for COVID and received by more than 200 million Americans and more than a billion worldwide with relatively few significant side effects and highly effective is too risky. But taking horse medicine which is dangerous and ineffective is the alternative. You couldn’t make this stuff up. 🙄
2021-08-30 11:54:56,"I would like to read a story that helps me understand the willingness of people to take this drug in preference to the vaccine. I do not understand it. We’re on a trajectory to hit close to 3,000 deaths per day in the next month and people are choosing livestock deworming medicines."
2021-08-30 11:54:58,"Surprised T - - -  p  didn't try this  one too - one along with bleach, hydroxychloroquin , zinc, vitamin D, famotidine, melatonin and aspirin !!"
2021-08-30 12:00:12,Ivermectin. Well I can tell you that it is very effective as a cure for some parasites in chickens. Would I take it for covid 19? Not under any circumstances because it is intended for animals not humans.
2021-08-30 12:00:31,pssst...the vaccine is free.
2021-08-30 12:00:53,"We have to stop looking for logic from these people. There is none. 

I have a very close relative, a college-educated professional living in an urban center, who for the past year has said that Covid: is a hoax; only required hand-washing; could be cured by hydroxychloroquine; is a scam by medical device manufacturers to make more profits; isn’t really any different than a typical flu season, etc. 

And then he and his kids got Covid, he got very sick, and fortunately he survived. But now he says it was Ivermectin that cured him, the vaccine is a hoax by the drug companies to make more profits, and that the rest of the family shouldn’t get vaccines because they’re too dangerous and have unproven future consequences. 

The only logical, consistent thread I can find and all is this is that he somehow knows far more than the rest of his well-educated family, including his wife – who is a doctor.￼"
2021-08-30 12:01:57,"I think there is a high degree of probability that these poor souls clamoring for Ivermectin are in the grip of fear, primarily fear of losing face, secondarily fear of the coronavirus. Having nailed their colors to conspiracy theories they daren't take the vaccine for fear of ridicule from their like-minded friends, to do so would invite ridicule and worse. Yet, they now witness the suffering and death of family and friends and it is dawning on them that there is no hoax, coronavirus is real, and they are sitting ducks. This is their last-ditch attempt to save themselves - without selling out. How ironic, terrified of minimal medical intervention, only to end up in a medically-induced coma, at the ""mercy"" of the most extreme medical interventions, tubes inserted forcefully at multiple sites. No wonder many are pleading for the vaccine as they lie helpless ""in extremis""."
2021-08-30 12:02:30,"I believe there are contradictory studies reported in the scientific literature.  But to state there is no evidence of efficacy of ivermectin ignores this literature.

An advanced Pubmed search of ""Covid"" plus ""Ivermectin"" lists 163 publications in 2021 alone.  Many do report efficacy of ivermectin. For example:

""Conclusions: Meta-analyses based on 18 randomized controlled treatment trials of ivermectin in COVID-19 have found large, statistically significant reductions in mortality, time to clinical recovery, and time to viral clearance. Furthermore, results from numerous controlled prophylaxis trials report significantly reduced risks of contracting COVID-19 with the regular use of ivermectin.""  from:
Am J Ther
. 2021 Apr 22;28(3):e299-e318. doi: 10.1097/MJT.0000000000001377.
Review of the Emerging Evidence Demonstrating the Efficacy of Ivermectin in the Prophylaxis and Treatment of COVID-19"
2021-08-30 12:02:40,What ethical doctor would prescribe such medication to a patient for COVID
2021-08-30 12:03:02,"I think there needs to be some context. Ivermectin is a safe and widely used medication world wide. It may or may not have some efficacy as an adjunct to COVID treatment, but to suggest there’s not some degree of disagreement in clinical practice on this is inaccurate. The evidence is increasingly suggesting it is not very effective, to be clear.

At normal dose it has a wide therapeutic safety margin and is very unlikely to cause harm or interact with other medications. For people choosing to take it despite little strong evidence it does much, I give a big shoulder shrug. There are bigger hills to die on for getting people to make smart choices re their health."
2021-08-30 12:03:51,I am amazed at the foolishness of people desperate for a miracle cure. Where do they get their information? Facebook? Twitter? Real reliable sources.
2021-08-30 12:04:07,"I suppose living in a country with a failed health insurance system, poor k-12 education, debt laden college students and market-driven social media platforms have given us this. Distrustful, ignorant people who pin their hopes on cheap folk remedies. 

Of course they hope horse deworming pills work! In that dreamworld local knowledge trumps the guys in the science coats in labs on the East Coast. And, it’s a treatment that won’t leave you with a pile of insurance claims and bills you can’t pay. The dream of a cure-all pill is as American as you can get.  

We wouldn’t be here if we had had a fair an equitable healthcare system, a public educational system that provides basic knowledge and if there were more hope in some of these communities."
2021-08-30 12:04:34,The doctors prescribing this should lose their certification
2021-08-30 12:05:02,Prevention first. Cure is unnecessary if the proper preventive steps are taken. It is that simple for people to take a vaccine if their Doctor recommends it for their situation.
